Symbol,Description,Entrez ID,Chromosome,logFC,AveExpr,P,P (adj.),,,,,,,,,,,
CARD8-AS1,CARD8 antisense RNA 1,100505812,19,0.1825,-5.467,0.09656,0.2475,,,,,,,,,,,
KPNA4,karyopherin subunit alpha 4,3840,3,0.06337,6.455,0.09671,0.2477,,,,,,,,,,,
OR9A2,olfactory receptor family 9 subfamily A member 2,135924,7,0.2325,-2.709,0.09676,0.2478,,,,,,,,,,,
RCN3,reticulocalbin 3,57333,19,0.2098,2.106,0.09678,0.2479,,,,,,,,,,,
SLC6A12,solute carrier family 6 member 12,6539,12,0.2673,0.2801,0.09683,0.248,,,,,,,,,,,
FANCE,Fanconi anemia complementation group E,2178,6,0.1478,4.656,0.09686,0.248,,,,,,,,,,,
OR5K3,olfactory receptor family 5 subfamily K member 3,403277,3,0.1808,-5.974,0.09696,0.2482,,,,,,,,,,,
FAIM,Fas apoptotic inhibitory molecule,55179,3,0.1163,3.416,0.09716,0.2487,,,,,,,,,,,
C11orf57,chromosome 11 open reading frame 57,55216,11,0.08188,4.708,0.09718,0.2487,,,,,,,,,,,
PSG7,pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene),5676,19,0.3407,-5.42,0.09719,0.2487,,,,,,,,,,,
KHK,ketohexokinase,3795,2,0.195,2.116,0.0972,0.2487,,,,,,,,,,,
MAK16,MAK16 homolog,84549,8,0.0888,5.353,0.09737,0.249,,,,,,,,,,,
ASIC1,acid sensing ion channel subunit 1,41,12,0.2363,0.1476,0.0974,0.2491,,,,,,,,,,,
GBA,"glucosidase, beta, acid",2629,1,0.1031,7.334,0.09758,0.2494,,,,,,,,,,,
A2ML1,alpha-2-macroglobulin like 1,144568,12,0.5638,3.869,0.09762,0.2494,,,,,,,,,,,
AIF1L,allograft inflammatory factor 1-like,83543,9,0.2861,1.11,0.09771,0.2496,,,,,,,,,,,
ERLEC1,endoplasmic reticulum lectin 1,27248,2,0.07072,6.374,0.09795,0.2501,,,,,,,,,,,
TTLL10-AS1,TTLL10 antisense RNA 1,100506376,1,0.3675,-3.367,0.09809,0.2503,,,,,,,,,,,
LOC100133669,uncharacterized LOC100133669,100133669,8,0.2568,-4.858,0.09822,0.2505,,,,,,,,,,,
MFSD13A,major facilitator superfamily domain containing 13A,79847,10,0.1092,2.141,0.09829,0.2507,,,,,,,,,,,
CSTA,cystatin A,1475,3,0.3087,4.742,0.09831,0.2507,,,,,,,,,,,
PGM3,phosphoglucomutase 3,5238,6,0.08129,5.504,0.0984,0.2509,,,,,,,,,,,
NA,NA,NA,NA,0.1786,-6.036,0.09849,0.2511,,,,,,,,,,,
CSPG5,chondroitin sulfate proteoglycan 5,10675,3,0.2497,-1.901,0.09854,0.2511,,,,,,,,,,,
RPL36AL,ribosomal protein L36a like,6166,14,0.08288,5.06,0.09877,0.2516,,,,,,,,,,,
CEACAM19,carcinoembryonic antigen related cell adhesion molecule 19,56971,19,0.2143,-0.501,0.09897,0.252,,,,,,,,,,,
CLCN4,chloride voltage-gated channel 4,1183,X,0.2034,1.448,0.099,0.2521,,,,,,,,,,,
VIT,vitrin,5212,2,0.4569,-2.161,0.09902,0.2521,,,,,,,,,,,
DAXX,death-domain associated protein,1616,6,0.06901,5.102,0.09907,0.2521,,,,,,,,,,,
NA,NA,NA,NA,0.2899,-0.7306,0.09917,0.2523,,,,,,,,,,,
PXK,PX domain containing serine/threonine kinase like,54899,3,0.09928,4.694,0.09927,0.2525,,,,,,,,,,,
TIMMDC1,translocase of inner mitochondrial membrane domain containing 1,51300,3,0.0673,4.739,0.09929,0.2525,,,,,,,,,,,
TMED10,transmembrane p24 trafficking protein 10,10972,14,0.07952,7.537,0.09947,0.2529,,,,,,,,,,,
CCDC117,coiled-coil domain containing 117,150275,22,0.07576,4.646,0.09955,0.253,,,,,,,,,,,
SNORA18,"small nucleolar RNA, H/ACA box 18",677805,11,0.1652,2.892,0.09972,0.2534,,,,,,,,,,,
KDELR2,KDEL endoplasmic reticulum protein retention receptor 2,11014,7,0.09004,7.128,0.09975,0.2535,,,,,,,,,,,
SPEF1,sperm flagellar 1,25876,20,0.2505,-4.959,0.0998,0.2536,,,,,,,,,,,
NRCAM,neuronal cell adhesion molecule,4897,7,0.2871,2.743,0.09981,0.2536,,,,,,,,,,,
CADM3-AS1,CADM3 antisense RNA 1,100131825,1,0.3334,-3.229,0.09991,0.2538,,,,,,,,,,,
TYMSOS,TYMS opposite strand,494514,18,0.2673,-2.931,0.09999,0.2539,,,,,,,,,,,
KRT28,keratin 28,162605,17,0.1801,-6.004,0.1001,0.254,,,,,,,,,,,
GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",2618,21,0.08534,6.921,0.1001,0.254,,,,,,,,,,,
INSIG1,insulin induced gene 1,3638,7,0.1716,4.197,0.1001,0.254,,,,,,,,,,,
LDHA,lactate dehydrogenase A,3939,11,0.1572,10.1,0.1002,0.2542,,,,,,,,,,,
SNORA40,"small nucleolar RNA, H/ACA box 40",677822,11,0.1639,1.56,0.1003,0.2544,,,,,,,,,,,
ARL8B,ADP ribosylation factor like GTPase 8B,55207,3,0.09607,5.755,0.1004,0.2546,,,,,,,,,,,
AKR1A1,"aldo-keto reductase family 1, member A1 (aldehyde reductase)",10327,1,0.08003,6.086,0.1004,0.2546,,,,,,,,,,,
ACAP2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",23527,3,0.06645,6.772,0.1004,0.2547,,,,,,,,,,,
DKC1,dyskerin pseudouridine synthase 1,1736,X,0.09836,6.807,0.1005,0.2547,,,,,,,,,,,
PGD,phosphogluconate dehydrogenase,5226,1,0.1357,6.725,0.1005,0.2548,,,,,,,,,,,
CCZ1B,"CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated",221960,7,0.1105,2.653,0.1007,0.2552,,,,,,,,,,,
CAMKV,CaM kinase-like vesicle-associated,79012,3,0.302,-4.474,0.1008,0.2553,,,,,,,,,,,
NEGR1,neuronal growth regulator 1,257194,1,0.3203,1.643,0.1008,0.2555,,,,,,,,,,,
PDGFC,platelet derived growth factor C,56034,4,0.2171,4.103,0.1009,0.2556,,,,,,,,,,,
TIMM17A,translocase of inner mitochondrial membrane 17 homolog A (yeast),10440,1,0.08012,5.294,0.1009,0.2556,,,,,,,,,,,
GNG7,G protein subunit gamma 7,2788,19,0.2537,-1.781,0.101,0.2557,,,,,,,,,,,
SLCO3A1,solute carrier organic anion transporter family member 3A1,28232,15,0.1693,4.111,0.1011,0.2559,,,,,,,,,,,
CHAMP1,chromosome alignment maintaining phosphoprotein 1,283489,13,0.1082,5.561,0.1011,0.2559,,,,,,,,,,,
NAP1L1,nucleosome assembly protein 1 like 1,4673,12,0.09173,8.022,0.1013,0.2563,,,,,,,,,,,
LINC00672,long intergenic non-protein coding RNA 672,100505576,17,0.1957,-5.283,0.1013,0.2564,,,,,,,,,,,
DYSF,dysferlin,8291,2,0.1484,6.434,0.1014,0.2565,,,,,,,,,,,
OR5B2,olfactory receptor family 5 subfamily B member 2,390190,11,0.213,-5.518,0.1014,0.2565,,,,,,,,,,,
NRIP3,nuclear receptor interacting protein 3,56675,11,0.1749,0.7824,0.1014,0.2566,,,,,,,,,,,
MAPRE2,microtubule associated protein RP/EB family member 2,10982,18,0.134,4.015,0.1015,0.2567,,,,,,,,,,,
SLC23A1,solute carrier family 23 member 1,9963,5,0.3515,-1.016,0.1015,0.2568,,,,,,,,,,,
RPS10P7,ribosomal protein S10 pseudogene 7,376693,1,0.1462,-0.06001,0.1016,0.257,,,,,,,,,,,
CFAP52,cilia and flagella associated protein 52,146845,17,0.334,-3.402,0.1017,0.2572,,,,,,,,,,,
RAMP1,receptor (G protein-coupled) activity modifying protein 1,10267,2,0.2909,-0.1999,0.1018,0.2573,,,,,,,,,,,
SLC35A4,solute carrier family 35 member A4,113829,5,0.07318,3.829,0.1019,0.2575,,,,,,,,,,,
SYNDIG1,synapse differentiation inducing 1,79953,20,0.3695,-1.24,0.1021,0.2578,,,,,,,,,,,
TMEM187,transmembrane protein 187,8269,X,0.1121,2.108,0.1021,0.2579,,,,,,,,,,,
AMER1,APC membrane recruitment protein 1,139285,X,0.08661,4.083,0.1024,0.2584,,,,,,,,,,,
DLK2,delta-like 2 homolog (Drosophila),65989,6,0.3213,-1.996,0.1024,0.2584,,,,,,,,,,,
SNORD3B-1,"small nucleolar RNA, C/D box 3B-1",26851,17,0.1825,-0.8142,0.1024,0.2585,,,,,,,,,,,
CA6,carbonic anhydrase VI,765,1,0.2312,-5.826,0.1024,0.2585,,,,,,,,,,,
SFTPD,surfactant protein D,6441,10,0.354,-3.365,0.1025,0.2585,,,,,,,,,,,
SAV1,salvador family WW domain containing protein 1,60485,14,0.09165,4.252,0.1025,0.2586,,,,,,,,,,,
RDH8,retinol dehydrogenase 8 (all-trans),50700,19,0.1549,-5.983,0.1025,0.2586,,,,,,,,,,,
PPP1R2,protein phosphatase 1 regulatory inhibitor subunit 2,5504,3,0.06978,5.245,0.1026,0.2586,,,,,,,,,,,
ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,9508,4,0.2454,1.2,0.1029,0.2593,,,,,,,,,,,
ACTR10,actin-related protein 10 homolog (S. cerevisiae),55860,14,0.07819,5.478,0.103,0.2595,,,,,,,,,,,
CDH11,cadherin 11,1009,16,0.2646,6.324,0.1032,0.2597,,,,,,,,,,,
MDS2,myelodysplastic syndrome 2 translocation associated,259283,1,0.2758,-2.979,0.1032,0.2597,,,,,,,,,,,
TCEA1,transcription elongation factor A1,6917,8,0.08119,2.247,0.1032,0.2598,,,,,,,,,,,
CAMK2N2,calcium/calmodulin-dependent protein kinase II inhibitor 2,94032,3,0.2983,-3.695,0.1034,0.2603,,,,,,,,,,,
RBKS,ribokinase,64080,2,0.1319,0.2579,0.1035,0.2604,,,,,,,,,,,
MYO1E,myosin IE,4643,15,0.1087,7.65,0.1036,0.2605,,,,,,,,,,,
C6orf62,chromosome 6 open reading frame 62,81688,6,0.08054,6.472,0.1037,0.2609,,,,,,,,,,,
RNASEH1-AS1,RNASEH1 antisense RNA 1,100506054,2,0.1524,-5.802,0.104,0.2615,,,,,,,,,,,
NPY2R,neuropeptide Y receptor Y2,4887,4,0.2138,-5.739,0.1041,0.2617,,,,,,,,,,,
CAGE1,cancer antigen 1,285782,6,0.2803,-3.658,0.1041,0.2617,,,,,,,,,,,
HIST3H3,"histone cluster 3, H3",8290,1,0.1699,-5.935,0.1042,0.2617,,,,,,,,,,,
FBXO45,F-box protein 45,200933,3,0.1071,2.291,0.1042,0.2618,,,,,,,,,,,
UHRF1BP1,UHRF1 binding protein 1,54887,6,0.08388,5.742,0.1042,0.2618,,,,,,,,,,,
MCFD2,multiple coagulation factor deficiency 2,90411,2,0.07474,5.317,0.1043,0.2619,,,,,,,,,,,
CEP135,centrosomal protein 135kDa,9662,4,0.09083,5.167,0.1043,0.2619,,,,,,,,,,,
NA,NA,NA,NA,0.1342,-6.09,0.1044,0.262,,,,,,,,,,,
IGFL3,IGF like family member 3,388555,19,0.3007,-5.369,0.1044,0.262,,,,,,,,,,,
ZSWIM2,zinc finger SWIM-type containing 2,151112,2,0.1997,-5.754,0.1046,0.2625,,,,,,,,,,,
NA,NA,NA,NA,0.1975,-5.453,0.1047,0.2626,,,,,,,,,,,
SNORD67,"small nucleolar RNA, C/D box 67",692108,11,0.1623,1.442,0.1048,0.2629,,,,,,,,,,,
SLC25A5,solute carrier family 25 member 5,292,X,0.1121,6.648,0.1049,0.263,,,,,,,,,,,
RAB23,"RAB23, member RAS oncogene family",51715,6,0.1627,4.768,0.105,0.2631,,,,,,,,,,,
SLC39A14,solute carrier family 39 member 14,23516,8,0.2014,3.309,0.1051,0.2634,,,,,,,,,,,
PAIP1,poly(A) binding protein interacting protein 1,10605,5,0.1069,3.544,0.1052,0.2635,,,,,,,,,,,
HIST1H3I,"histone cluster 1, H3i",8354,6,0.2224,4.258,0.1053,0.2636,,,,,,,,,,,
FRG2C,FSHD region gene 2 family member C,100288801,3,0.1456,-6.129,0.1053,0.2636,,,,,,,,,,,
NA,NA,NA,NA,0.1593,-5.891,0.1053,0.2637,,,,,,,,,,,
LOC101060363,peptidyl-prolyl cis-trans isomerase A pseudogene,101060363,1,0.1703,-5.715,0.1055,0.264,,,,,,,,,,,
OR10A6,olfactory receptor family 10 subfamily A member 6 (gene/pseudogene),390093,11,0.1957,-5.836,0.1056,0.2641,,,,,,,,,,,
NA,NA,NA,NA,0.2037,-5.254,0.1057,0.2642,,,,,,,,,,,
PTN,pleiotrophin,5764,7,0.3941,2.542,0.1059,0.2646,,,,,,,,,,,
CRYBA2,crystallin beta A2,1412,2,0.2056,-5.722,0.106,0.2648,,,,,,,,,,,
CCDC39,coiled-coil domain containing 39,339829,3,0.3128,-2.37,0.106,0.2648,,,,,,,,,,,
POTEE,POTE ankyrin domain family member E,445582,2,0.4591,0.9605,0.1061,0.265,,,,,,,,,,,
NHP2,NHP2 ribonucleoprotein,55651,5,0.08924,4.417,0.1062,0.2653,,,,,,,,,,,
TWISTNB,TWIST neighbor,221830,7,0.08434,3.16,0.1063,0.2653,,,,,,,,,,,
CDKN2B-AS1,CDKN2B antisense RNA 1,100048912,9,0.3301,-3.375,0.1063,0.2654,,,,,,,,,,,
UTP15,"UTP15, small subunit processome component",84135,5,0.07556,4.074,0.1064,0.2656,,,,,,,,,,,
CHEK2,checkpoint kinase 2,11200,22,0.08895,4.665,0.1064,0.2657,,,,,,,,,,,
CREBL2,cAMP responsive element binding protein like 2,1389,12,0.08102,3.756,0.1065,0.2658,,,,,,,,,,,
STK32B,serine/threonine kinase 32B,55351,4,0.2412,-0.2093,0.1065,0.2658,,,,,,,,,,,
HAUS7,HAUS augmin like complex subunit 7,55559,X,0.09569,2.768,0.1068,0.2664,,,,,,,,,,,
CEP170P1,centrosomal protein 170kDa pseudogene 1,645455,4,0.1707,-5.752,0.1068,0.2664,,,,,,,,,,,
NA,NA,NA,NA,0.1149,-6.132,0.1069,0.2665,,,,,,,,,,,
ABHD16A,abhydrolase domain containing 16A,7920,6,0.08765,4.717,0.107,0.2667,,,,,,,,,,,
ZFAND5,zinc finger AN1-type containing 5,7763,9,0.0928,6.056,0.107,0.2667,,,,,,,,,,,
RIF1,replication timing regulatory factor 1,55183,2,0.07123,8.1,0.107,0.2668,,,,,,,,,,,
CHST6,carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6,4166,16,0.3392,-0.3756,0.1071,0.2669,,,,,,,,,,,
LOC100996813,multidrug and toxin extrusion protein 2-like,100996813,17,0.1772,-5.969,0.1071,0.2669,,,,,,,,,,,
STAC,SH3 and cysteine rich domain,6769,3,0.2814,0.5446,0.1072,0.267,,,,,,,,,,,
WDR89,WD repeat domain 89,112840,14,0.08239,2.746,0.1072,0.267,,,,,,,,,,,
SLC9A6,solute carrier family 9 member A6,10479,X,0.07776,4.953,0.1072,0.267,,,,,,,,,,,
RNVU1-7,"RNA, variant U1 small nuclear 7",26864,1,0.1819,-5.631,0.1072,0.2671,,,,,,,,,,,
CTGF,connective tissue growth factor,1490,6,0.2996,5.296,0.1073,0.2672,,,,,,,,,,,
NA,NA,NA,NA,0.2011,-5.623,0.1075,0.2676,,,,,,,,,,,
C6orf52,chromosome 6 open reading frame 52,347744,6,0.2455,-2.324,0.1076,0.2678,,,,,,,,,,,
SLC22A2,solute carrier family 22 member 2,6582,6,0.4294,-4.697,0.1077,0.2679,,,,,,,,,,,
CORO7,coronin 7,79585,16,0.1464,-1.669,0.1078,0.2682,,,,,,,,,,,
WDR5B,WD repeat domain 5B,54554,3,0.09361,2.945,0.1079,0.2683,,,,,,,,,,,
CEACAM20,carcinoembryonic antigen related cell adhesion molecule 20,125931,19,0.3012,-4.587,0.1081,0.2687,,,,,,,,,,,
ZNF622,zinc finger protein 622,90441,5,0.08743,3.437,0.1086,0.2698,,,,,,,,,,,
NEU3,neuraminidase 3 (membrane sialidase),10825,11,0.08937,2.404,0.1087,0.2699,,,,,,,,,,,
LAMP5,lysosomal associated membrane protein family member 5,24141,20,0.3633,0.1872,0.1087,0.2699,,,,,,,,,,,
NEU2,neuraminidase 2 (cytosolic sialidase),4759,2,0.1858,-5.936,0.1087,0.2699,,,,,,,,,,,
ZNF492,zinc finger protein 492,57615,19,0.3891,-0.2265,0.1088,0.2701,,,,,,,,,,,
ROCK1,Rho associated coiled-coil containing protein kinase 1,6093,18,0.0805,7.582,0.1089,0.2701,,,,,,,,,,,
SERPINB12,"serpin peptidase inhibitor, clade B (ovalbumin), member 12",89777,18,0.3906,-4.724,0.1089,0.2701,,,,,,,,,,,
RBP5,retinol binding protein 5,83758,12,0.2836,-0.2062,0.1089,0.2701,,,,,,,,,,,
ELMOD1,ELMO domain containing 1,55531,11,0.301,-2.893,0.1091,0.2705,,,,,,,,,,,
WIPI1,"WD repeat domain, phosphoinositide interacting 1",55062,17,0.1062,5.298,0.1092,0.2707,,,,,,,,,,,
PNRC1,proline rich nuclear receptor coactivator 1,10957,6,0.1287,6.247,0.1092,0.2708,,,,,,,,,,,
CWC27,CWC27 spliceosome associated protein homolog,10283,5,0.09026,4.933,0.1093,0.2708,,,,,,,,,,,
OR10J1,olfactory receptor family 10 subfamily J member 1,26476,1,0.1485,-6.084,0.1093,0.2709,,,,,,,,,,,
LINC00426,long intergenic non-protein coding RNA 426,100188949,13,0.1268,-6.092,0.1094,0.271,,,,,,,,,,,
ZNF672,zinc finger protein 672,79894,1,0.09646,4.805,0.1095,0.2711,,,,,,,,,,,
CERCAM,cerebral endothelial cell adhesion molecule,51148,9,0.1801,4.39,0.1095,0.2711,,,,,,,,,,,
PIM3,"Pim-3 proto-oncogene, serine/threonine kinase",415116,22,0.1119,2.174,0.1095,0.2712,,,,,,,,,,,
ALDH3B1,aldehyde dehydrogenase 3 family member B1,221,11,0.1963,1.817,0.1097,0.2714,,,,,,,,,,,
NA,NA,NA,NA,0.1769,-5.608,0.1098,0.2716,,,,,,,,,,,
PSMA7,proteasome subunit alpha 7,5688,20,0.08156,5.811,0.1098,0.2716,,,,,,,,,,,
SDE2,SDE2 telomere maintenance homolog (S. pombe),163859,1,0.06837,5.016,0.1099,0.2717,,,,,,,,,,,
STARD9,StAR related lipid transfer domain containing 9,57519,15,0.1653,5.164,0.1099,0.2718,,,,,,,,,,,
TGIF2LX,"TGFB induced factor homeobox 2 like, X-linked",90316,X,0.28,-5.493,0.1099,0.2718,,,,,,,,,,,
PLCL1,phospholipase C like 1,5334,2,0.1705,2.784,0.1101,0.2722,,,,,,,,,,,
LOC441728,golgin-like,441728,15,0.1795,-5.812,0.1105,0.2729,,,,,,,,,,,
PKD1L3,"polycystin 1 like 3, transient receptor potential channel interacting",342372,16,0.2211,-0.5512,0.1107,0.2733,,,,,,,,,,,
TBCEL,tubulin folding cofactor E-like,219899,11,0.09573,4.431,0.1108,0.2736,,,,,,,,,,,
LOC100507291,uncharacterized LOC100507291,100507291,3,0.1853,-5.37,0.1108,0.2736,,,,,,,,,,,
TRIM48,tripartite motif containing 48,79097,11,0.2416,-5.859,0.1109,0.2738,,,,,,,,,,,
NKX3-1,NK3 homeobox 1,4824,8,0.2301,-1.762,0.1109,0.2738,,,,,,,,,,,
HYOU1,hypoxia up-regulated 1,10525,11,0.09518,7.229,0.111,0.2739,,,,,,,,,,,
NA,NA,NA,NA,0.2702,-2.078,0.1112,0.2742,,,,,,,,,,,
ARHGAP24,Rho GTPase activating protein 24,83478,4,0.1743,4.497,0.1112,0.2742,,,,,,,,,,,
SLC16A13,solute carrier family 16 member 13,201232,17,0.1425,2.933,0.1113,0.2743,,,,,,,,,,,
FUNDC2P2,FUN14 domain containing 2 pseudogene 2,388965,2,0.1807,-2.459,0.1116,0.2749,,,,,,,,,,,
HNRNPLL,heterogeneous nuclear ribonucleoprotein L like,92906,2,0.04891,5.715,0.1118,0.2753,,,,,,,,,,,
NA,NA,NA,NA,0.146,-5.791,0.1119,0.2756,,,,,,,,,,,
C17orf107,chromosome 17 open reading frame 107,100130311,17,0.1415,3.077,0.112,0.2757,,,,,,,,,,,
PPP2R5D,"protein phosphatase 2 regulatory subunit B', delta",5528,6,0.06459,6.282,0.112,0.2757,,,,,,,,,,,
NA,NA,NA,NA,0.1946,-5.01,0.1122,0.2762,,,,,,,,,,,
FAM210A,family with sequence similarity 210 member A,125228,18,0.1013,3.563,0.1122,0.2762,,,,,,,,,,,
SERPINI1,"serpin peptidase inhibitor, clade I (neuroserpin), member 1",5274,3,0.1521,2.456,0.1123,0.2763,,,,,,,,,,,
MUSK,"muscle, skeletal, receptor tyrosine kinase",4593,9,0.3784,-1.762,0.1123,0.2764,,,,,,,,,,,
LOC100996741,uncharacterized LOC100996741,100996741,1,0.1112,-6.178,0.1127,0.2771,,,,,,,,,,,
KRTAP19-1,keratin associated protein 19-1,337882,21,0.2821,-5.673,0.113,0.2778,,,,,,,,,,,
NA,NA,NA,NA,0.1409,-5.985,0.113,0.2778,,,,,,,,,,,
LCN10,lipocalin 10,414332,9,0.3242,-3.626,0.1131,0.278,,,,,,,,,,,
LINC00578,long intergenic non-protein coding RNA 578,100505566,3,0.1429,-5.958,0.1132,0.2783,,,,,,,,,,,
BAG5,BCL2 associated athanogene 5,9529,14,0.0719,5.477,0.1134,0.2785,,,,,,,,,,,
PTP4A2,"protein tyrosine phosphatase type IVA, member 2",8073,1,0.08527,6.087,0.1134,0.2785,,,,,,,,,,,
TMEM107,transmembrane protein 107,84314,17,0.1137,2.361,0.1134,0.2785,,,,,,,,,,,
NLRP2,"NLR family, pyrin domain containing 2",55655,19,0.5615,5.262,0.1135,0.2786,,,,,,,,,,,
CCDC154,coiled-coil domain containing 154,645811,16,0.2011,-1.43,0.1135,0.2786,,,,,,,,,,,
DTYMK,deoxythymidylate kinase,1841,2,0.1073,2.73,0.1139,0.2793,,,,,,,,,,,
MCEE,methylmalonyl-CoA epimerase,84693,2,0.07744,3.413,0.1142,0.28,,,,,,,,,,,
GRIA2,glutamate ionotropic receptor AMPA type subunit 2,2891,4,0.4218,-2.58,0.1143,0.2801,,,,,,,,,,,
SHD,Src homology 2 domain containing transforming protein D,56961,19,0.3223,-3.686,0.1143,0.2801,,,,,,,,,,,
NA,NA,NA,NA,0.1199,-6.149,0.1149,0.2813,,,,,,,,,,,
ZHX2,zinc fingers and homeoboxes 2,22882,8,0.1016,5.169,0.1149,0.2814,,,,,,,,,,,
AP5Z1,adaptor related protein complex 5 zeta 1 subunit,9907,7,0.08006,3.841,0.115,0.2815,,,,,,,,,,,
SOX14,SRY-box 14,8403,3,0.2102,-5.945,0.1155,0.2825,,,,,,,,,,,
TMEM206,transmembrane protein 206,55248,1,0.09215,3.214,0.1158,0.2831,,,,,,,,,,,
SPATA3,spermatogenesis associated 3,130560,2,0.1198,-6.169,0.1158,0.2832,,,,,,,,,,,
PFKP,"phosphofructokinase, platelet",5214,10,0.1355,7.047,0.1158,0.2832,,,,,,,,,,,
NA,NA,NA,NA,0.1811,-5.221,0.1159,0.2833,,,,,,,,,,,
GLUL,glutamate-ammonia ligase,2752,1,0.1259,8.906,0.1159,0.2833,,,,,,,,,,,
BEST3,bestrophin 3,144453,12,0.388,-4.378,0.116,0.2836,,,,,,,,,,,
LYPD8,LY6/PLAUR domain containing 8,646627,1,0.2416,-5.529,0.116,0.2836,,,,,,,,,,,
CEP57L1,centrosomal protein 57kDa-like 1,285753,6,0.08898,3.468,0.1161,0.2836,,,,,,,,,,,
GLDC,glycine dehydrogenase (decarboxylating),2731,9,0.4414,2.848,0.1161,0.2837,,,,,,,,,,,
MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase",23077,13,0.07484,9.065,0.1164,0.2843,,,,,,,,,,,
EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1,27102,7,0.07579,7.731,0.1164,0.2843,,,,,,,,,,,
FBXO2,F-box protein 2,26232,1,0.3182,-0.3128,0.1166,0.2846,,,,,,,,,,,
RBBP7,retinoblastoma binding protein 7,5931,X,0.07862,6.66,0.1166,0.2846,,,,,,,,,,,
TSACC,TSSK6 activating co-chaperone,128229,1,0.2199,-2.563,0.1166,0.2846,,,,,,,,,,,
PHTF2,putative homeodomain transcription factor 2,57157,7,0.0813,5.572,0.1166,0.2846,,,,,,,,,,,
BTG4,BTG family member 4,54766,11,0.2039,-5.559,0.117,0.2854,,,,,,,,,,,
CTNS,"cystinosin, lysosomal cystine transporter",1497,17,0.08213,4.592,0.117,0.2855,,,,,,,,,,,
FAM21A,family with sequence similarity 21 member A,387680,10,0.06398,7.237,0.1171,0.2855,,,,,,,,,,,
C12orf45,chromosome 12 open reading frame 45,121053,12,0.08243,2.423,0.1172,0.2857,,,,,,,,,,,
KRT10,keratin 10,3858,17,0.2211,5.033,0.1173,0.2859,,,,,,,,,,,
FAM86C1,family with sequence similarity 86 member C1,55199,11,0.09147,2.689,0.1174,0.2861,,,,,,,,,,,
RFWD3,ring finger and WD repeat domain 3,55159,16,0.08734,5.642,0.1174,0.2861,,,,,,,,,,,
OR13C9,olfactory receptor family 13 subfamily C member 9,286362,9,0.2762,-4.469,0.1174,0.2862,,,,,,,,,,,
NA,NA,NA,NA,0.1626,-5.567,0.1177,0.2866,,,,,,,,,,,
BMS1P21,"BMS1, ribosome biogenesis factor pseudogene 21",100288974,10,0.2235,-3.69,0.118,0.2873,,,,,,,,,,,
GLS,glutaminase,2744,2,0.104,6.915,0.118,0.2873,,,,,,,,,,,
PDE1B,phosphodiesterase 1B,5153,12,0.2167,1.751,0.1182,0.2876,,,,,,,,,,,
CHURC1-FNTB,CHURC1-FNTB readthrough,100529261,14,0.2334,-3.648,0.1182,0.2876,,,,,,,,,,,
LOC100506114,uncharacterized LOC100506114,100506114,19,0.1483,-5.899,0.1182,0.2876,,,,,,,,,,,
SLC24A3,solute carrier family 24 member 3,57419,20,0.2266,3.056,0.1182,0.2876,,,,,,,,,,,
CPOX,coproporphyrinogen oxidase,1371,3,0.08618,3.878,0.1183,0.2877,,,,,,,,,,,
SIGLEC5,sialic acid binding Ig like lectin 5,8778,19,0.4143,0.1935,0.1184,0.2879,,,,,,,,,,,
RRAS,related RAS viral (r-ras) oncogene homolog,6237,19,0.1534,2.541,0.1187,0.2884,,,,,,,,,,,
MMP17,matrix metallopeptidase 17,4326,12,0.2356,-0.5117,0.1187,0.2885,,,,,,,,,,,
G3BP1,G3BP stress granule assembly factor 1,10146,5,0.07307,7.974,0.1187,0.2885,,,,,,,,,,,
ALMS1-IT1,ALMS1 intronic transcript 1,100874291,2,0.1663,-5.526,0.1189,0.2889,,,,,,,,,,,
C1orf228,chromosome 1 open reading frame 228,339541,1,0.1788,0.2649,0.119,0.289,,,,,,,,,,,
WDR86,WD repeat domain 86,349136,7,0.2634,-1.214,0.119,0.289,,,,,,,,,,,
MFSD14C,major facilitator superfamily domain containing 14C,84278,9,0.1209,1.698,0.1191,0.2891,,,,,,,,,,,
LOC100129940,uncharacterized LOC100129940,100129940,12,0.3608,-2.854,0.1192,0.2893,,,,,,,,,,,
CCDC65,coiled-coil domain containing 65,85478,12,0.2543,-2.351,0.1192,0.2893,,,,,,,,,,,
CCDC50,coiled-coil domain containing 50,152137,3,0.07485,6.66,0.1192,0.2893,,,,,,,,,,,
SPEG,SPEG complex locus,10290,2,0.289,2.209,0.1192,0.2893,,,,,,,,,,,
NA,NA,NA,NA,0.1248,-6.095,0.1192,0.2893,,,,,,,,,,,
NA,NA,NA,NA,0.0939,3.326,0.1193,0.2893,,,,,,,,,,,
NA,NA,NA,NA,0.1187,-6.137,0.1193,0.2893,,,,,,,,,,,
PLET1,placenta expressed transcript 1,349633,11,0.1458,-6.105,0.1193,0.2893,,,,,,,,,,,
